,rank,title,world_lifetime_gross,studio,domestic_opening_gross,budget,MPAA_rating,run_time,genre_list,lead_name,lead_height_m,lead_is_female,audience_score,tomatometer,international_movie,lead_age_years
2905,2906,Florence Foster Jenkins,49052787,Paramount Pictures,6601313.0,29000000.0,PG-13,111.0,"['Biography', 'Comedy', 'Drama', 'Music']",Meryl Streep,1.68,True,68.0,87.0,False,66.95140124724314
2906,2907,Death at a Funeral,49050886,Screen Gems,16217540.0,21000000.0,R,92.0,['Comedy'],Chris Rock,1.78,False,79.0,62.0,False,45.02395999695795
2908,2909,Little,49000667,Universal Pictures,15405455.0,20000000.0,PG-13,109.0,"['Comedy', 'Fantasy', 'Romance']",Regina Hall,1.63,True,59.0,46.0,False,48.99656247623393
2913,2914,Scott Pilgrim vs. the World,48917974,Universal Pictures,10609795.0,60000000.0,PG-13,112.0,"['Action', 'Comedy', 'Fantasy', 'Romance']",Michael Cera,1.77,False,84.0,82.0,False,22.015061981899763
2919,2920,Fantasy Island,48811343,Sony Pictures Entertainment (SPE),12310420.0,7000000.0,PG-13,109.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Michael Peña,1.75,False,48.0,8.0,False,43.99726405049814
2920,2921,Isn't It Romantic,48791187,Warner Bros.,14247758.0,31000000.0,PG-13,89.0,"['Comedy', 'Fantasy', 'Musical', 'Romance']",Rebel Wilson,1.63,True,47.0,70.0,False,39.03079892006997
2921,2922,Mother's Day,48782670,Open Road Films (II),8369184.0,25000000.0,PG-13,118.0,"['Comedy', 'Drama', 'Romance']",Jennifer Aniston,1.64,True,38.0,42.0,False,47.02532892235151
2922,2923,How Do You Know,48668907,Sony Pictures Entertainment (SPE),7484696.0,120000000.0,PG-13,121.0,"['Comedy', 'Drama', 'Romance']",Reese Witherspoon,1.57,True,25.0,31.0,False,33.98769678302533
2923,2924,Concussion,48623572,Sony Pictures Entertainment (SPE),10513749.0,35000000.0,PG-13,123.0,"['Biography', 'Drama', 'Sport']",Will Smith,1.88,True,58.0,75.0,False,47.00069016655259
2924,2925,The Last King of Scotland,48618191,Fox Searchlight Pictures,142899.0,6000000.0,R,123.0,"['Biography', 'Drama', 'History', 'Thriller']",James McAvoy,1.7,False,89.0,87.0,False,26.981515704616317
2927,2928,Her,48517427,Warner Bros.,260382.0,23000000.0,R,126.0,"['Drama', 'Romance', 'Sci-Fi']",Joaquin Phoenix,1.73,False,82.0,94.0,False,38.973309757396
2929,2930,Logan Lucky,48453605,Other,7600036.0,29000000.0,PG-13,118.0,"['Comedy', 'Crime', 'Drama']",Channing Tatum,1.84,False,76.0,92.0,False,36.97742033614723
2930,2931,Magnolia,48451803,New Line Cinema,193604.0,37000000.0,R,188.0,['Drama'],Tom Cruise,1.7,False,89.0,83.0,False,37.037654954749414
2931,2932,Homefront,48449416,Open Road Films (II),6915241.0,22000000.0,R,100.0,"['Action', 'Crime', 'Thriller']",Jason Statham,1.75,False,61.0,42.0,False,46.00411438132178
2932,2933,Mr. Brooks,48443734,Metro-Goldwyn-Mayer (MGM),10017067.0,20000000.0,R,,"['Crime', 'Drama', 'Thriller']",Kevin Costner,1.85,False,76.0,55.0,False,52.035599665373795
2938,2939,"Girl, Interrupted",48350205,Sony Pictures Entertainment (SPE),95399.0,40000000.0,R,127.0,"['Biography', 'Drama']",Winona Ryder,1.61,True,84.0,53.0,False,27.978100996273483
2939,2940,Boo 2! A Madea Halloween,48333932,Lionsgate,21226953.0,25000000.0,PG-13,101.0,"['Comedy', 'Drama', 'Horror']",Tyler Perry,1.97,True,40.0,4.0,False,48.013691155220926
2940,2941,The Last Stand,48330757,Lionsgate,6281433.0,45000000.0,R,107.0,"['Action', 'Thriller']",Arnold Schwarzenegger,1.88,False,53.0,61.0,False,65.96576545744924
2941,2942,Secondhand Lions,48260279,New Line Cinema,12900000.0,30000000.0,PG,111.0,"['Comedy', 'Drama', 'Family']",Haley Joel Osment,1.68,False,84.0,60.0,False,15.025334626207318
2943,2944,Wayne's World 2,48198019,Paramount Pictures,13516699.0,40000000.0,PG-13,95.0,"['Comedy', 'Music']",Mike Myers,1.7,False,63.0,60.0,False,28.9500304205643
2944,2945,Charlie St. Cloud,48190704,Universal Pictures,12381585.0,44000000.0,PG-13,100.0,"['Drama', 'Fantasy', 'Romance']",Zac Efron,1.73,False,60.0,28.0,False,23.03353296828656
2947,2948,Arthur,48147945,Warner Bros.,12222756.0,40000000.0,PG-13,110.0,"['Comedy', 'Romance']",Russell Brand,1.87,False,44.0,26.0,False,36.010947600577985
2949,2950,Boyhood,48137666,Other,387618.0,4000000.0,R,165.0,['Drama'],Ellar Coltrane,1.77,False,80.0,97.0,False,19.939763480112557
2958,2959,Countdown,48021766,STX Entertainment,8865082.0,6500000.0,PG-13,90.0,"['Horror', 'Thriller']",Elizabeth Lail,1.73,True,72.0,26.0,False,26.99795992090653
2961,2962,Midsommar,47967636,Other,6560030.0,9000000.0,R,148.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",Florence Pugh,1.62,True,63.0,83.0,False,23.0006958704084
2970,2971,Book of Shadows: Blair Witch 2,47737094,Other,13223887.0,15000000.0,R,90.0,"['Adventure', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Jeffrey Donovan,1.83,False,18.0,14.0,False,32.043815119020465
2972,2973,Man on a Ledge,47636031,Lionsgate,8001932.0,42000000.0,PG-13,102.0,"['Action', 'Crime', 'Thriller']",Sam Worthington,1.78,False,52.0,31.0,False,36.06569510989429
2973,2974,New Jack City,47624353,Warner Bros.,7039622.0,8000000.0,R,97.0,"['Action', 'Crime', 'Drama', 'Thriller']",Wesley Snipes,1.75,False,80.0,77.0,False,28.936337364058105
2977,2978,47 Meters Down: Uncaged,47582563,Other,8427265.0,12000000.0,PG-13,90.0,"['Adventure', 'Drama', 'Horror', 'Thriller']",Sophie Nélisse,1.65,True,68.0,45.0,False,18.96510190889041
2979,2980,A Walk to Remember,47494916,Warner Bros.,12177488.0,11800000.0,PG,101.0,"['Drama', 'Romance']",Mandy Moore,1.78,True,78.0,27.0,False,18.04243098334474
2980,2981,Darkness Falls,47488536,Revolution Studios,12024917.0,11000000.0,PG-13,86.0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Chaney Kley,,False,34.0,9.0,False,31.01162255684843
2985,2986,Crazy Heart,47405566,Fox Searchlight Pictures,82664.0,7000000.0,R,112.0,"['Drama', 'Music', 'Romance']",Jeff Bridges,1.85,False,76.0,90.0,False,60.03285420944559
2986,2987,Nightcrawler,47398992,Open Road Films (II),10441000.0,8500000.0,R,117.0,"['Crime', 'Drama', 'Thriller']",Jake Gyllenhaal,1.82,False,86.0,95.0,False,34.03148148148148
2987,2988,Almost Famous,47386287,DreamWorks Distribution,2314646.0,60000000.0,R,122.0,"['Adventure', 'Comedy', 'Drama', 'Music']",Billy Crudup,1.74,False,92.0,89.0,False,32.01916875808047
2988,2989,Rough Night,47347283,Sony Pictures Entertainment (SPE),8004283.0,20000000.0,R,101.0,"['Comedy', 'Crime', 'Thriller']",Scarlett Johansson,1.6,True,29.0,45.0,False,32.98014107536695
2995,2996,Mortdecai,47275717,Lionsgate,4200586.0,60000000.0,R,107.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery']",Johnny Depp,1.75,False,30.0,12.0,False,52.03284470301924
2997,2998,Last Man Standing,47267001,New Line Cinema,7010333.0,67000000.0,R,101.0,"['Action', 'Crime', 'Drama', 'Thriller']",Bruce Willis,1.83,False,51.0,37.0,False,41.002064795801964
3002,3003,Soul Surfer,47120948,TriStar Pictures,10601862.0,18000000.0,PG,112.0,"['Biography', 'Drama', 'Family', 'Sport']",AnnaSophia Robb,1.52,True,75.0,45.0,False,17.998615864324282
3006,3007,Land of the Dead,47074133,Universal Pictures,10221705.0,15000000.0,R,93.0,"['Horror', 'Sci-Fi', 'Thriller']",John Leguizamo,1.69,False,51.0,74.0,False,41.00752718837934
3008,3009,Dracula 2000,47053625,Miramax,8636567.0,54000000.0,,99.0,"['Action', 'Fantasy', 'Horror', 'Thriller']",Gerard Butler,1.88,False,39.0,17.0,False,31.022589170279115
3009,3010,The Place Beyond the Pines,47052899,Focus Features,279457.0,15000000.0,R,140.0,"['Crime', 'Drama', 'Thriller']",Ryan Gosling,1.84,False,75.0,78.0,False,33.02394098410526
3011,3012,The Shining,46998772,Warner Bros.,622337.0,19000000.0,R,146.0,"['Drama', 'Horror']",Jack Nicholson,1.77,False,93.0,84.0,False,43.000686363982055
3019,3020,Death at a Funeral,46789413,Metro-Goldwyn-Mayer (MGM),1282973.0,9000000.0,R,90.0,['Comedy'],Matthew Macfadyen,1.91,False,79.0,62.0,False,32.98288272872462
3020,3021,Risen,46771565,Sony Pictures Entertainment (SPE),11801271.0,20000000.0,PG-13,107.0,"['Action', 'Drama', 'History', 'Mystery']",Joseph Fiennes,1.83,False,70.0,53.0,False,45.97398471366644
3023,3024,Practical Magic,46733235,Warner Bros.,13104694.0,75000000.0,PG-13,104.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Sandra Bullock,1.71,True,73.0,22.0,False,33.97399612137806
3033,3034,Get Rich or Die Tryin',46563961,Paramount Pictures,12020807.0,40000000.0,R,117.0,"['Biography', 'Crime', 'Drama', 'Music']",50 Cent,1.85,False,70.0,16.0,False,30.009590082896036
3035,3036,The Big Wedding,46522137,Lionsgate,7591663.0,35000000.0,R,90.0,"['Comedy', 'Drama', 'Romance']",Robert De Niro,1.77,False,40.0,7.0,False,70.02326412654955
3041,3042,Full Metal Jacket,46357676,Warner Bros.,2217307.0,30000000.0,,116.0,"['Drama', 'War']",Matthew Modine,1.91,False,94.0,92.0,False,28.010957107004334
3051,3052,Eddie the Eagle,46152800,Twentieth Century Fox,6084682.0,23000000.0,PG-13,106.0,"['Biography', 'Comedy', 'Drama', 'Family', 'History', 'Sport']",Taron Egerton,1.75,False,82.0,82.0,False,27.041735112936344
3052,3053,Napoleon Dynamite,46138887,Fox Searchlight Pictures,116666.0,400000.0,PG,96.0,['Comedy'],Jon Heder,1.85,False,74.0,72.0,False,26.956871244961594
3054,3055,For Love of the Game,46112640,Universal Pictures,13041685.0,80000000.0,PG-13,137.0,"['Drama', 'Romance', 'Sport']",Kevin Costner,1.85,False,75.0,46.0,False,43.997277359495016
3055,3056,The World's End,46091271,Focus Features,8811790.0,20000000.0,R,109.0,"['Comedy', 'Sci-Fi']",Simon Pegg,1.78,False,71.0,89.0,False,43.01164537227166
3062,3063,Eight Legged Freaks,45867333,Warner Bros.,6485458.0,30000000.0,PG-13,99.0,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",David Arquette,1.78,False,32.0,48.0,False,31.025321317210437
3064,3065,One Missed Call,45847751,Warner Bros.,12511473.0,20000000.0,PG-13,87.0,"['Horror', 'Mystery']",Edward Burns,1.85,False,29.0,0.0,False,39.931553730321696
3069,3070,Brooklyn's Finest,45719985,Other,13350299.0,17000000.0,R,132.0,"['Action', 'Crime', 'Drama', 'Thriller']",Richard Gere,1.78,False,46.0,44.0,False,59.94250133089969
3074,3075,Earth to Echo,45681062,Relativity Media,8364658.0,13000000.0,PG,91.0,"['Adventure', 'Family', 'Sci-Fi']",Teo Halm,1.83,False,47.0,50.0,False,14.956882652673206
3076,3077,That Awkward Moment,45640143,Focus Features,8742109.0,8000000.0,R,94.0,"['Comedy', 'Romance']",Zac Efron,1.73,False,46.0,22.0,False,27.030783709787816
3077,3078,The Debt,45636368,Focus Features,9909499.0,20000000.0,R,113.0,"['Drama', 'Thriller']",Helen Mirren,1.63,True,66.0,77.0,False,65.96851281466272
3082,3083,Machete,45491656,Twentieth Century Fox,11416164.0,10500000.0,R,105.0,"['Action', 'Crime', 'Thriller']",Danny Trejo,1.67,False,63.0,72.0,False,65.9630466195148
3084,3085,Queen of the Damned,45479110,Warner Bros.,14757535.0,35000000.0,R,101.0,"['Drama', 'Fantasy', 'Horror']",Aaliyah,1.71,True,66.0,17.0,False,23.017113468704846
3090,3091,Flatliners,45158254,Sony Pictures Entertainment (SPE),6574326.0,19000000.0,PG-13,109.0,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",Elliot Page,1.55,False,59.0,49.0,False,30.01780933911324
3093,3094,Monster's Ball,45011434,Lionsgate,110552.0,4000000.0,R,111.0,"['Drama', 'Romance']",Billy Bob Thornton,1.83,False,67.0,85.0,False,46.06160924785155
3100,3101,Grudge Match,44907260,Warner Bros.,7021993.0,40000000.0,PG-13,113.0,"['Comedy', 'Drama', 'Sport']",Robert De Niro,1.77,False,46.0,31.0,False,70.00957297132862
3101,3102,Child's Play,44907074,Other,14094594.0,10000000.0,R,90.0,"['Drama', 'Horror', 'Sci-Fi']",Tim Matheson,1.88,False,63.0,71.0,False,71.9671343828428
3102,3103,Cop Land,44862187,Miramax,13510482.0,15000000.0,R,105.0,"['Crime', 'Drama', 'Thriller']",Sylvester Stallone,1.77,False,67.0,75.0,False,51.02532702106624
3105,3106,Still Alice,44779195,Sony Pictures Classics,197000.0,5000000.0,PG-13,101.0,['Drama'],Julianne Moore,1.6,True,85.0,85.0,False,55.03625560879154
3106,3107,In the Bedroom,44763181,Miramax,93972.0,1700000.0,R,131.0,"['Crime', 'Drama']",Tom Wilkinson,1.86,False,81.0,93.0,False,53.051351813826145
3107,3108,The Wrestler,44734660,Fox Searchlight Pictures,202714.0,6000000.0,R,109.0,"['Drama', 'Sport']",Mickey Rourke,1.8,False,88.0,98.0,False,56.00274355464294
3112,3113,Uptown Girls,44617342,Metro-Goldwyn-Mayer (MGM),11277367.0,20000000.0,PG-13,92.0,"['Comedy', 'Drama', 'Romance']",Brittany Murphy,1.6,True,60.0,13.0,False,26.01231462468629
3117,3118,Mother!,44516999,Paramount Pictures,7534673.0,30000000.0,R,121.0,"['Drama', 'Horror', 'Mystery']",Jennifer Lawrence,1.75,True,51.0,68.0,False,26.99521066240779
3119,3120,Recess: School's Out,44460850,Walt Disney Studios Motion Pictures,10065873.0,23000000.0,G,82.0,"['Animation', 'Comedy', 'Family']",Andrew Lawrence,1.73,True,56.0,60.0,False,13.013006692524147
3120,3121,Oculus,44459951,Relativity Media,12005402.0,5000000.0,R,104.0,"['Horror', 'Mystery']",Karen Gillan,1.8,True,53.0,74.0,False,26.94865198874439
3129,3130,House at the End of the Street,44287131,Relativity Media,12287234.0,10000000.0,PG-13,101.0,"['Drama', 'Horror', 'Thriller']",Jennifer Lawrence,1.75,True,41.0,13.0,False,22.015060080614496
3131,3132,The Good the Bad the Weird,44261209,Other,4775.0,10000000.0,R,139.0,"['Action', 'Adventure', 'Comedy', 'Western']",Kang-ho Song,1.8,False,83.0,82.0,True,40.99932694501483
3132,3133,Amistad,44229441,DreamWorks Distribution,4573523.0,36000000.0,R,155.0,"['Biography', 'Drama', 'History']",Djimon Hounsou,1.87,False,79.0,77.0,False,32.96373868735265
3135,3136,Hardball,44102389,Paramount Pictures,9386342.0,32000000.0,PG-13,106.0,"['Drama', 'Sport']",Keanu Reeves,1.86,False,70.0,41.0,False,37.034907597535934
3145,3146,Wind River,43980821,The Weinstein Company,161558.0,11000000.0,R,107.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Elizabeth Olsen,1.68,True,90.0,87.0,False,27.9644193474789
3146,3147,Max,43967255,Warner Bros.,12155254.0,20000000.0,PG,111.0,"['Adventure', 'Drama', 'Family', 'War']",Thomas Haden Church,1.81,False,64.0,69.0,False,55.02532511978097
3148,3149,Timeline,43935763,Paramount Pictures,8440629.0,80000000.0,PG-13,116.0,"['Action', 'Adventure', 'Sci-Fi', 'War']",Paul Walker,1.93,False,45.0,12.0,False,30.036964788196823
3151,3152,Jungle Fever,43882682,Universal Pictures,5332860.0,14000000.0,R,132.0,"['Drama', 'Romance']",Wesley Snipes,1.75,False,66.0,81.0,False,28.933605217126775
3158,3159,Richard Jewell,43745542,Warner Bros.,4705265.0,45000000.0,R,131.0,"['Biography', 'Crime', 'Drama']",Paul Walter Hauser,1.75,False,96.0,77.0,False,32.993843638299495
3160,3161,The DUFF,43709744,Lionsgate,10809149.0,8500000.0,PG-13,101.0,"['Comedy', 'Romance']",Mae Whitman,1.57,True,66.0,73.0,False,27.03079321621416
3161,3162,Soul Food,43700855,Twentieth Century Fox,11197897.0,7500000.0,R,115.0,"['Comedy', 'Drama']",Vanessa Williams,1.68,True,86.0,81.0,False,34.02328313940224
3162,3163,"Welcome Home, Roscoe Jenkins",43655418,Universal Pictures,16207730.0,35000000.0,PG-13,104.0,"['Comedy', 'Romance']",Martin Lawrence,1.75,False,63.0,23.0,False,42.97604000304205
3171,3172,Last Holiday,43451846,Paramount Pictures,12806188.0,45000000.0,PG-13,112.0,"['Comedy', 'Romance']",Queen Latifah,1.78,True,79.0,100.0,False,35.9863069434938
3175,3176,Harriet,43347017,Focus Features,11676720.0,17000000.0,PG-13,125.0,"['Action', 'Biography', 'Drama', 'History']",Cynthia Erivo,1.54,True,97.0,73.0,False,31.980854057342764
3181,3182,Beastly,43202283,Other,9851102.0,17000000.0,PG-13,86.0,"['Drama', 'Fantasy', 'Romance']",Alex Pettyfer,1.81,False,48.0,21.0,False,20.980148680508023
3182,3183,The Snowman,43155261,Universal Pictures,3372565.0,35000000.0,R,119.0,"['Crime', 'Drama', 'Thriller']",Michael Fassbender,1.83,False,18.0,7.0,False,40.0246520647958
3183,3184,Boogie Nights,43101594,New Line Cinema,50168.0,15000000.0,R,155.0,['Drama'],Mark Wahlberg,1.73,False,89.0,93.0,False,26.015065784470302
3185,3186,Freedom Writers,43095175,Paramount Pictures,9405582.0,21000000.0,PG-13,123.0,"['Biography', 'Crime', 'Drama']",Hilary Swank,1.68,True,87.0,70.0,False,32.9308578599133
3187,3188,Annihilation,43070915,Paramount Pictures,11071584.0,40000000.0,R,115.0,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",Natalie Portman,1.6,True,66.0,88.0,False,37.03763784318199
3188,3189,Gifted,43069254,Fox Searchlight Pictures,446380.0,7000000.0,PG-13,101.0,['Drama'],Chris Evans,1.83,True,85.0,73.0,False,35.98356909270667
3189,3190,See Spot Run,43057552,Warner Bros.,9715102.0,35000000.0,PG,,"['Action', 'Comedy', 'Crime', 'Family']",David Arquette,1.78,False,44.0,23.0,False,29.98493041295916
3192,3193,The Possession of Hannah Grace,43016528,Screen Gems,6401744.0,7700000.0,R,86.0,"['Horror', 'Mystery', 'Thriller']",Shay Mitchell,1.71,True,27.0,18.0,False,31.049979085862045
3201,3202,Crank,42931041,Lionsgate,10457367.0,12000000.0,R,88.0,"['Action', 'Crime', 'Thriller']",Jason Statham,1.75,False,71.0,61.0,False,39.014375617917715
3216,3217,House on Haunted Hill,42593455,Warner Bros.,15946032.0,37000000.0,R,93.0,"['Crime', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Geoffrey Rush,1.82,False,73.0,88.0,False,48.06297627195984
3217,3218,Almost Christmas,42580920,Universal Pictures,15134235.0,17000000.0,PG-13,111.0,"['Comedy', 'Drama']",Kimberly Elise,1.7,True,23.0,49.0,False,48.98290174157731
3220,3221,Bangkok Dangerous,42487390,Lionsgate,7783266.0,45000000.0,R,99.0,"['Action', 'Crime', 'Thriller']",Nicolas Cage,1.83,False,26.0,8.0,False,44.04108107080386
3223,3224,Love the Coopers,42426912,Lionsgate,8317545.0,17000000.0,PG-13,107.0,"['Comedy', 'Fantasy', 'Romance']",Steve Martin,1.82,False,36.0,18.0,False,69.99316107688797
3229,3230,Teenage Mutant Ninja Turtles III,42273609,New Line Cinema,12419597.0,21000000.0,PG,96.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Elias Koteas,1.79,False,34.0,23.0,False,32.021902806297064
3237,3238,Jobs,42128352,Open Road Films (II),6713900.0,12000000.0,PG-13,128.0,"['Biography', 'Drama']",Ashton Kutcher,1.89,False,40.0,28.0,False,35.02259867670546
3250,3251,The Guilt Trip,41863726,Paramount Pictures,5290629.0,40000000.0,PG-13,95.0,"['Comedy', 'Drama']",Barbra Streisand,1.65,True,39.0,37.0,False,69.98495703095293
3254,3255,The Informant!,41771168,Warner Bros.,10464314.0,22000000.0,R,108.0,"['Biography', 'Comedy', 'Crime', 'Drama']",Matt Damon,1.78,False,44.0,79.0,False,39.028061069282835
3258,3259,Wimbledon,41682237,Universal Pictures,7118985.0,31000000.0,PG-13,98.0,"['Comedy', 'Romance', 'Sport']",Kirsten Dunst,1.7,True,57.0,61.0,False,21.96304852080006
3259,3260,T2 Trainspotting,41681746,TriStar Pictures,170575.0,18000000.0,R,117.0,['Drama'],Ewan McGregor,1.77,False,78.0,81.0,True,45.9904137196745
3267,3268,Never Back Down,41627431,Summit Entertainment,8603195.0,20000000.0,PG-13,113.0,"['Action', 'Drama', 'Sport']",Sean Faris,1.83,False,34.0,23.0,False,25.968514715947983
3272,3273,Set It Off,41590886,New Line Cinema,8812105.0,9000000.0,R,123.0,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",Jada Pinkett Smith,1.55,True,89.0,70.0,False,24.971940832002435
3278,3279,Gridiron Gang,41480851,Sony Pictures Entertainment (SPE),14414630.0,30000000.0,PG-13,125.0,"['Biography', 'Crime', 'Drama', 'Sport']",Dwayne Johnson,1.96,False,81.0,42.0,False,34.03696859076736
3283,3284,Ricki and the Flash,41325328,TriStar Pictures,6610961.0,18000000.0,PG-13,101.0,"['Comedy', 'Drama', 'Music']",Meryl Streep,1.68,True,43.0,65.0,False,65.95756711537
3286,3287,Leatherheads,41319039,Universal Pictures,12682595.0,58000000.0,PG-13,114.0,"['Comedy', 'Drama', 'Romance', 'Sport']",George Clooney,1.8,False,38.0,52.0,False,46.98973115826299
3287,3288,This Is Where I Leave You,41296320,Warner Bros.,11558149.0,19800000.0,R,103.0,"['Comedy', 'Drama']",Jason Bateman,1.8,False,59.0,44.0,False,45.01028215073389
3290,3291,Happy Gilmore,41205099,Universal Pictures,8514125.0,12000000.0,PG-13,92.0,"['Comedy', 'Sport']",Adam Sandler,1.77,False,85.0,61.0,False,30.017782721119477
3293,3294,The Darkest Minds,41142379,Twentieth Century Fox,5842609.0,34000000.0,PG-13,104.0,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",Amandla Stenberg,1.6,True,72.0,15.0,False,19.939763480112557
3298,3299,Arlington Road,41067311,Sony Pictures Entertainment (SPE),7515145.0,31000000.0,R,117.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Jeff Bridges,1.85,False,74.0,63.0,False,50.01231082211575
3299,3300,Whale Rider,41062976,Other,137418.0,3500000.0,PG-13,101.0,"['Drama', 'Family']",Keisha Castle-Hughes,1.57,True,88.0,91.0,False,13.018476690242604
3301,3302,Dredd,41037742,Lionsgate,6278491.0,50000000.0,R,95.0,"['Action', 'Crime', 'Sci-Fi']",Karl Urban,1.85,False,72.0,79.0,False,40.000005703855805
3302,3303,Fright Night,41002607,Walt Disney Studios Motion Pictures,7714388.0,30000000.0,R,106.0,"['Comedy', 'Horror']",Anton Yelchin,1.75,False,59.0,72.0,False,22.017805536542703
3305,3306,Twisted,40954603,Paramount Pictures,8904299.0,50000000.0,R,97.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Ashley Judd,1.7,True,31.0,1.0,False,36.02189900372652
3317,3318,Fighting with My Family,40811919,Metro-Goldwyn-Mayer (MGM),138780.0,11000000.0,PG-13,108.0,"['Biography', 'Comedy', 'Drama', 'Sport']",Dwayne Johnson,1.96,False,86.0,93.0,False,47.033532968286565
3324,3325,30 Minutes or Less,40662632,Sony Pictures Entertainment (SPE),13330118.0,28000000.0,R,83.0,"['Action', 'Comedy', 'Crime']",Jesse Eisenberg,1.71,False,40.0,45.0,False,28.01642330215225
3325,3326,The Circle,40656399,STX Entertainment,9034148.0,18000000.0,PG-13,110.0,"['Drama', 'Sci-Fi', 'Thriller']",Emma Watson,1.65,True,21.0,15.0,False,27.033538672142367
3331,3332,The Roommate,40492652,Screen Gems,15002635.0,16000000.0,,94.0,"['Drama', 'Fantasy', 'Horror', 'Romance', 'Thriller']",Minka Kelly,1.65,True,27.0,3.0,False,30.943181991025938
3335,3336,Serenity,40445129,Universal Pictures,10086680.0,39000000.0,PG-13,119.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Nathan Fillion,1.87,False,91.0,82.0,False,34.006856034679444
3336,3337,Bless the Child,40443010,Paramount Pictures,9413684.0,65000000.0,R,107.0,"['Crime', 'Drama', 'Horror', 'Thriller']",Kim Basinger,1.72,True,43.0,3.0,False,47.006152559129966
3338,3339,The Witch,40423945,Other,8800230.0,4000000.0,R,92.0,"['Drama', 'Horror', 'Mystery']",Anya Taylor-Joy,1.73,True,59.0,90.0,False,20.008209749790858
3339,3340,Bad Education,40423279,Sony Pictures Classics,147370.0,5000000.0,R,106.0,"['Crime', 'Drama']",Gael García Bernal,1.7,False,86.0,88.0,True,25.96849950566583
3342,3343,The Art of War,40400425,Warner Bros.,10410993.0,60000000.0,R,117.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Wesley Snipes,1.75,False,35.0,16.0,False,37.98220587116891
3344,3345,Reds,40382659,Paramount Pictures,2325029.0,32000000.0,,195.0,"['Biography', 'Drama', 'History', 'Romance']",Warren Beatty,1.85,False,83.0,89.0,False,43.928832991101984
3350,3351,Blast from the Past,40263020,New Line Cinema,7771066.0,35000000.0,PG-13,112.0,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",Brendan Fraser,1.89,False,56.0,58.0,False,31.025306106928287
3356,3357,The Invasion,40170558,Warner Bros.,5951409.0,80000000.0,PG-13,99.0,"['Sci-Fi', 'Thriller']",Nicole Kidman,1.8,True,40.0,19.0,False,39.99179025020914
3367,3368,Memento,40047078,Other,235488.0,9000000.0,R,113.0,"['Mystery', 'Thriller']",Guy Pearce,1.79,False,94.0,93.0,False,34.03147197505514
3369,3370,I Still Know What You Did Last Summer,40002112,Sony Pictures Entertainment (SPE),16520038.0,65000000.0,R,100.0,"['Horror', 'Mystery']",Jennifer Love Hewitt,1.57,True,29.0,7.0,False,18.978798767967145
3371,3372,Dream House,39984400,Universal Pictures,8129355.0,50000000.0,PG-13,84.0,"['Drama', 'Mystery', 'Thriller']",Daniel Craig,1.78,False,36.0,6.0,False,43.07461784166097
3372,3373,Black Knight,39976235,Twentieth Century Fox,11102948.0,50000000.0,PG-13,95.0,"['Adventure', 'Comedy', 'Fantasy']",Martin Lawrence,1.75,False,34.0,14.0,False,36.013702562932544
3376,3377,Astro Boy,39886986,Summit Entertainment,6702923.0,65000000.0,PG,94.0,"['Action', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Freddie Highmore,1.78,False,50.0,50.0,False,16.991117195223975
3378,3379,Monte Carlo,39782683,Twentieth Century Fox,7453944.0,20000000.0,PG,109.0,"['Adventure', 'Comedy', 'Family', 'Romance']",Selena Gomez,1.65,True,49.0,40.0,False,19.02258536770857
3384,3385,The Forest,39712000,Focus Features,12741176.0,10000000.0,PG-13,93.0,"['Horror', 'Mystery', 'Thriller']",Natalie Dormer,1.67,True,22.0,10.0,False,33.98767777017264
3386,3387,Jackie Brown,39673807,Miramax,9292248.0,12000000.0,R,154.0,"['Crime', 'Drama', 'Thriller']",Pam Grier,1.73,True,85.0,87.0,False,47.99727545820976
3387,3388,Out for Justice,39673161,Warner Bros.,10524026.0,14000000.0,R,91.0,"['Action', 'Crime', 'Drama', 'Thriller']",Steven Seagal,1.93,False,53.0,23.0,False,39.006160164271044
3398,3399,Agora,39457342,Other,33262.0,70000000.0,R,127.0,"['Adventure', 'Biography', 'Drama', 'History', 'Romance']",Rachel Weisz,1.68,True,65.0,53.0,True,39.00617347326793
